id,name,duration_ms,popularity,danceability,energy,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,format
5oBppWiYjmniKzIQbu5pwA,Wherever I May Roam (Remastered),404333,39,0.539,0.834,-7.459,0,0.0364,0.000646,0.000516,0.119,0.339,131.383,4,1
67WPHiwC4j5G6KOzPeCIJ6,Don't Tread on Me (Remastered),240160,33,0.655,0.882,-6.471,0,0.0491,0.0068,0.00297,0.259,0.678,108.019,4,1
6k64F5PfrY3XUq8dfzggov,Through the Never (Remastered),244533,30,0.384,0.95,-5.943,0,0.0546,0.0109,0.351,0.139,0.482,94.266,4,1
387HyFFE8BOAi7lv9tIUJP,Nothing Else Matters (Remastered),388733,38,0.547,0.394,-9.793,0,0.0262,0.0522,6.4e-06,0.0795,0.17,142.37,3,1
0KZQbZkAMctXVhVnMZrqEU,Of Wolf and Man (Remastered),256573,31,0.605,0.792,-6.87,1,0.0366,0.000988,0.0382,0.0852,0.47,121.768,4,1
4I5GURjkqllXIFHcRKdk8m,The God That Failed (Remastered),308506,30,0.551,0.813,-6.406,1,0.0363,0.000451,0.000123,0.174,0.431,83.046,4,1
1oKNxGzv9mPjSW26I9BpXs,My Friend of Misery (Remastered),409666,30,0.567,0.855,-7.623,0,0.0355,0.000235,0.00714,0.1,0.329,119.513,4,1
4S3mvxD4exlKZJQamK6iUV,The Struggle Within (Remastered),232648,27,0.466,0.944,-6.498,1,0.0514,0.0014,0.0289,0.236,0.505,98.766,4,1
0NY85Z6e239hIONzjYBhl2,"Enter Sandman (Live at Wembley Stadium, London, England - April 20th, 1992)",418677,21,0.32,0.931,-8.883,0,0.103,0.000187,0.000148,0.737,0.16,132.763,4,2
5FJEzMV5tJmERh7FLc4XpQ,"Sad But True (Live at Wembley Stadium, London, England - April 20th, 1992)",334362,19,0.405,0.828,-8.334,0,0.0406,2.73e-05,0.00349,0.766,0.315,92.639,4,2
39l8SqIp4Ig6mrxlIOTSpI,"Nothing Else Matters (Live at Wembley Stadium, London, England - April 20th, 1992)",383747,18,0.31,0.575,-8.737,0,0.0283,0.00166,0.000773,0.996,0.125,140.001,3,2
4Z0YuKJ7gdaKUfrwQBYe2a,The Ecstasy of Gold - live,113509,0,0.199,0.623,-13.832,0,0.078,0.0227,0.517,0.903,0.103,98.018,4,0
1KogAwAyqXzHwuEXiURTdY,"Enter Sandman (Live at Tushino Airfield, Moscow, Russia - September 28th, 1991)",321413,30,0.369,0.945,-7.166,0,0.0734,1.64e-05,0.017,0.62,0.241,130.173,4,2
2QrsAhWpG7BPLRlBCqLq64,"Creeping Death (Live at Tushino Airfield, Moscow, Russia - September 28th, 1991)",477249,31,0.246,0.946,-7.894,1,0.0995,3.81e-06,0.279,0.769,0.211,105.189,4,2
6kGNRqVageQZ4lqz3ZuR7i,"Harvester of Sorrow (Live at Tushino Airfield, Moscow, Russia - September 28th, 1991)",423636,28,0.37,0.952,-7.807,1,0.0963,1.69e-05,0.0337,0.503,0.124,91.357,4,2
1rdITZdwzbYf1pZRicSeSR,"Fade to Black (Live at Tushino Airfield, Moscow, Russia - September 28th, 1991)",464580,25,0.253,0.864,-7.647,1,0.0778,3.03e-05,0.183,0.995,0.218,104.262,4,2
26s6kEXgpSgKKzRzngLUjW,"Sad But True (Live at Tushino Airfield, Moscow, Russia - September 28th, 1991)",360794,24,0.357,0.913,-7.715,0,0.0758,2.76e-05,0.00774,0.991,0.32,90.159,4,2
6gk5MNMQWzu6yYOHph8J6t,"Master of Puppets (Live at Tushino Airfield, Moscow, Russia - September 28th, 1991)",254412,24,0.342,0.952,-8.015,1,0.0899,5.59e-06,0.000464,0.64,0.27,101.502,4,2
2apeOzsdnS32gzx20RMmGD,"Seek & Destroy (Live at Tushino Airfield, Moscow, Russia - September 28th, 1991)",477574,25,0.307,0.921,-8.259,1,0.0919,9.05e-06,0.0767,0.748,0.346,140.229,4,2
55nNfVarrhMWVR7PpBjcAD,"For Whom the Bell Tolls (Live at Tushino Airfield, Moscow, Russia - September 28th, 1991)",348370,25,0.297,0.904,-8.092,1,0.0606,1.71e-05,0.0217,0.314,0.259,118.209,4,2
0ikFrxr3g0L0n0dGHzj6KW,"One (Live at Tushino Airfield, Moscow, Russia - September 28th, 1991)",494559,23,0.331,0.892,-8.508,1,0.0721,1.72e-05,0.287,0.992,0.223,112.565,4,2
